,in,dur,out,init_soc
5907,24.0,16.0,40.0,0.7
5908,10.0,0.0,10.0,0.4
5909,12.0,1.0,13.0,0.3
5910,22.0,10.0,32.0,0.9
5911,16.0,1.0,17.0,0.5
5912,11.0,1.0,12.0,0.7
5913,9.0,5.0,14.0,0.4
5914,14.0,21.0,35.0,0.8
5915,10.0,1.0,11.0,0.2
5916,14.0,4.0,18.0,0.5
5917,15.0,15.0,30.0,0.6
5918,13.0,21.0,34.0,0.5
5919,15.0,0.0,15.0,0.4
5920,12.0,0.0,12.0,0.3
5921,18.0,14.0,32.0,0.9
5922,20.0,18.0,38.0,0.5
5923,16.0,0.0,16.0,0.3
5924,9.0,7.0,16.0,0.4
5925,19.0,15.0,34.0,0.1
5926,17.0,15.0,32.0,0.7
5927,10.0,5.0,15.0,0.8
5928,9.0,9.0,18.0,0.2
5929,12.0,0.0,12.0,0.7
5930,14.0,2.0,16.0,0.9
5931,12.0,1.0,13.0,0.8
5932,14.0,3.0,17.0,0.9
5933,9.0,0.0,9.0,0.3
5934,8.0,11.0,19.0,1.0
5935,18.0,22.0,40.0,0.3
5936,12.0,3.0,15.0,0.7
5937,17.0,0.0,17.0,0.5
5938,13.0,1.0,14.0,0.2
5939,20.0,21.0,41.0,0.1
5940,21.0,11.0,32.0,0.1
5941,17.0,20.0,37.0,0.4
5942,7.0,7.0,14.0,0.5
5943,13.0,3.0,16.0,0.4
5944,15.0,0.0,15.0,0.5
5945,12.0,1.0,13.0,0.5
5946,8.0,9.0,17.0,0.7
5947,17.0,22.0,39.0,0.3
5948,18.0,5.0,23.0,0.9
5949,17.0,4.0,21.0,0.8
5950,13.0,0.0,13.0,0.8
5951,12.0,0.0,12.0,0.4
5952,9.0,2.0,11.0,0.6
5953,6.0,10.0,16.0,1.0
5954,11.0,2.0,13.0,0.3
5955,12.0,0.0,12.0,0.4
5956,7.0,8.0,15.0,0.5
5957,18.0,14.0,32.0,0.8
5958,18.0,15.0,33.0,0.4
5959,16.0,2.0,18.0,0.3
5960,15.0,0.0,15.0,1.0
5961,10.0,4.0,14.0,0.7
5962,13.0,19.0,32.0,0.3
5963,16.0,1.0,17.0,0.4
5964,16.0,0.0,16.0,0.2
5965,8.0,9.0,17.0,0.6
5966,18.0,13.0,31.0,0.9
5967,14.0,2.0,16.0,0.6
5968,13.0,1.0,14.0,0.5
5969,13.0,1.0,14.0,0.3
5970,20.0,13.0,33.0,0.6
5971,20.0,14.0,34.0,0.2
5972,9.0,1.0,10.0,0.7
5973,18.0,15.0,33.0,0.5
5974,11.0,0.0,11.0,0.4
5975,8.0,4.0,12.0,0.5
5976,13.0,0.0,13.0,0.5
5977,11.0,1.0,12.0,0.2
5978,11.0,1.0,12.0,0.7
5979,13.0,5.0,18.0,0.8
5980,17.0,4.0,21.0,0.4
5981,9.0,7.0,16.0,0.8
5982,11.0,3.0,14.0,0.7
5983,14.0,22.0,36.0,0.9
5984,10.0,4.0,14.0,0.6
5985,14.0,0.0,14.0,0.9
5986,14.0,0.0,14.0,0.5
5987,8.0,9.0,17.0,0.4
5988,16.0,2.0,18.0,0.7
5989,9.0,0.0,9.0,0.6
5990,19.0,14.0,33.0,0.4
5991,11.0,0.0,11.0,0.9
5992,16.0,0.0,16.0,0.6
5993,8.0,8.0,16.0,0.3
5994,18.0,15.0,33.0,0.4
5995,15.0,1.0,16.0,0.3
5996,17.0,14.0,31.0,0.4
5997,23.0,10.0,33.0,0.7
5998,8.0,9.0,17.0,0.4
5999,23.0,9.0,32.0,0.9
6000,20.0,0.0,20.0,0.8
6001,9.0,1.0,10.0,0.1
6002,8.0,8.0,16.0,0.5
6003,9.0,3.0,12.0,0.4
6004,11.0,21.0,32.0,0.9
6005,10.0,1.0,11.0,0.8
6006,8.0,4.0,12.0,0.4
6007,16.0,20.0,36.0,0.8
6008,12.0,5.0,17.0,1.0
6009,20.0,12.0,32.0,0.4
6010,18.0,0.0,18.0,0.6
6011,20.0,14.0,34.0,0.6
6012,18.0,23.0,41.0,0.2
6013,10.0,4.0,14.0,0.6
6014,15.0,0.0,15.0,0.4
6015,9.0,8.0,17.0,0.3
6016,9.0,0.0,9.0,0.9
6017,17.0,0.0,17.0,0.3
6018,12.0,0.0,12.0,0.2
6019,18.0,14.0,32.0,0.5
6020,15.0,20.0,35.0,0.4
6021,6.0,8.0,14.0,0.4
6022,8.0,0.0,8.0,0.2
6023,11.0,0.0,11.0,0.3
6024,9.0,3.0,12.0,0.8
6025,15.0,1.0,16.0,0.1
6026,8.0,9.0,17.0,0.9
6027,8.0,9.0,17.0,0.3
6028,14.0,0.0,14.0,0.3
6029,18.0,12.0,30.0,0.9
6030,11.0,0.0,11.0,0.7
6031,14.0,5.0,19.0,0.4
6032,21.0,14.0,35.0,0.1
6033,19.0,22.0,41.0,0.3
6034,9.0,9.0,18.0,0.4
6035,15.0,1.0,16.0,0.7
6036,18.0,1.0,19.0,0.3
6037,19.0,13.0,32.0,0.3
6038,17.0,22.0,39.0,0.4
6039,6.0,8.0,14.0,0.6
6040,19.0,11.0,30.0,0.8
6041,11.0,9.0,20.0,1.0
6042,9.0,9.0,18.0,0.4
6043,7.0,10.0,17.0,0.9
6044,9.0,3.0,12.0,0.6
6045,14.0,2.0,16.0,1.0
6046,17.0,1.0,18.0,0.1
6047,14.0,1.0,15.0,0.8
6048,7.0,9.0,16.0,0.8
6049,19.0,1.0,20.0,0.4
6050,11.0,0.0,11.0,0.4
6051,16.0,19.0,35.0,0.8
6052,17.0,13.0,30.0,0.4
6053,22.0,0.0,22.0,0.3
6054,9.0,1.0,10.0,0.5
6055,6.0,0.0,6.0,0.9
6056,17.0,0.0,17.0,1.0
6057,13.0,1.0,14.0,0.7
6058,11.0,23.0,34.0,0.3
6059,21.0,15.0,36.0,0.4
6060,20.0,12.0,32.0,0.6
6061,8.0,4.0,12.0,1.0
6062,13.0,0.0,13.0,0.4
6063,8.0,5.0,13.0,0.9
6064,15.0,0.0,15.0,0.8
6065,18.0,20.0,38.0,0.6
6066,11.0,1.0,12.0,0.4
6067,16.0,17.0,33.0,0.2
6068,17.0,0.0,17.0,0.2
6069,17.0,1.0,18.0,0.4
6070,7.0,12.0,19.0,1.0
6071,15.0,19.0,34.0,0.4
6072,18.0,14.0,32.0,0.7
6073,11.0,9.0,20.0,0.2
6074,15.0,1.0,16.0,0.6
6075,9.0,4.0,13.0,0.6
6076,15.0,1.0,16.0,0.2
6077,15.0,0.0,15.0,0.3
6078,13.0,3.0,16.0,0.9
6079,20.0,21.0,41.0,0.4
6080,19.0,3.0,22.0,0.7
6081,8.0,4.0,12.0,1.0
6082,17.0,21.0,38.0,0.1
6083,16.0,2.0,18.0,1.0
6084,20.0,2.0,22.0,0.5
6085,10.0,0.0,10.0,0.4
6086,9.0,7.0,16.0,0.6
6087,18.0,3.0,21.0,1.0
6088,10.0,0.0,10.0,0.8
6089,11.0,20.0,31.0,0.8
6090,17.0,17.0,34.0,0.7
6091,20.0,1.0,21.0,0.6
6092,16.0,8.0,24.0,0.7
6093,19.0,0.0,19.0,1.0
6094,10.0,0.0,10.0,0.5
6095,19.0,0.0,19.0,0.8
6096,20.0,13.0,33.0,0.4
6097,18.0,13.0,31.0,0.9
6098,21.0,13.0,34.0,0.6
6099,17.0,15.0,32.0,0.9
6100,18.0,11.0,29.0,0.2
6101,14.0,0.0,14.0,0.4
6102,15.0,8.0,23.0,0.7
6103,17.0,6.0,23.0,0.9
6104,18.0,1.0,19.0,0.8
6105,13.0,1.0,14.0,0.6
6106,10.0,0.0,10.0,0.7
6107,16.0,21.0,37.0,0.6
6108,8.0,7.0,15.0,0.9
6109,12.0,0.0,12.0,0.8
6110,13.0,19.0,32.0,0.8
6111,7.0,8.0,15.0,0.9
6112,17.0,2.0,19.0,0.5
6113,7.0,4.0,11.0,0.6
6114,9.0,0.0,9.0,0.9
6115,11.0,1.0,12.0,1.0
6116,8.0,10.0,18.0,0.8
6117,16.0,16.0,32.0,0.2
6118,13.0,1.0,14.0,0.4
6119,20.0,19.0,39.0,0.2
6120,20.0,12.0,32.0,0.2
6121,8.0,8.0,16.0,0.5
6122,9.0,2.0,11.0,0.2
6123,12.0,22.0,34.0,0.7
6124,13.0,1.0,14.0,0.8
6125,8.0,9.0,17.0,0.4
6126,11.0,2.0,13.0,0.9
6127,17.0,1.0,18.0,0.6
6128,18.0,1.0,19.0,0.8
6129,18.0,15.0,33.0,0.5
6130,14.0,18.0,32.0,0.8
6131,10.0,23.0,33.0,0.9
6132,2.0,21.0,23.0,0.5
6133,14.0,1.0,15.0,0.2
6134,12.0,1.0,13.0,0.5
6135,20.0,11.0,31.0,0.8
6136,14.0,2.0,16.0,0.1
6137,23.0,14.0,37.0,0.3
6138,12.0,0.0,12.0,0.1
6139,14.0,2.0,16.0,0.1
6140,8.0,12.0,20.0,0.9
6141,21.0,11.0,32.0,0.6
6142,9.0,3.0,12.0,0.6
6143,11.0,0.0,11.0,1.0
6144,16.0,2.0,18.0,0.4
6145,12.0,0.0,12.0,0.9
6146,21.0,0.0,21.0,0.7
6147,10.0,1.0,11.0,0.8
6148,15.0,0.0,15.0,0.8
6149,20.0,4.0,24.0,0.1
6150,14.0,0.0,14.0,0.3
6151,18.0,15.0,33.0,0.2
6152,11.0,0.0,11.0,0.3
6153,11.0,0.0,11.0,0.7
6154,16.0,0.0,16.0,0.2
6155,9.0,1.0,10.0,0.6
6156,13.0,2.0,15.0,0.9
6157,7.0,10.0,17.0,0.4
6158,17.0,16.0,33.0,0.1
6159,10.0,8.0,18.0,0.8
6160,22.0,10.0,32.0,0.2
6161,11.0,0.0,11.0,0.8
6162,11.0,0.0,11.0,0.4
6163,8.0,9.0,17.0,0.5
6164,10.0,1.0,11.0,0.6
6165,10.0,7.0,17.0,0.5
6166,15.0,2.0,17.0,0.5
6167,15.0,0.0,15.0,0.4
6168,20.0,1.0,21.0,0.2
6169,14.0,0.0,14.0,0.9
6170,20.0,13.0,33.0,0.3
6171,21.0,15.0,36.0,0.7
6172,12.0,1.0,13.0,0.3
6173,15.0,21.0,36.0,0.3
6174,19.0,0.0,19.0,0.7
6175,11.0,5.0,16.0,0.8
6176,13.0,17.0,30.0,0.3
6177,10.0,0.0,10.0,0.3
6178,11.0,4.0,15.0,0.4
6179,11.0,0.0,11.0,1.0
6180,22.0,19.0,41.0,0.2
6181,12.0,0.0,12.0,1.0
6182,19.0,20.0,39.0,0.3
6183,20.0,0.0,20.0,0.6
6184,7.0,1.0,8.0,0.7
6185,11.0,0.0,11.0,0.9
6186,23.0,11.0,34.0,0.4
6187,12.0,1.0,13.0,0.8
6188,12.0,1.0,13.0,0.3
6189,21.0,1.0,22.0,0.6
6190,20.0,11.0,31.0,0.5
6191,20.0,14.0,34.0,0.9
6192,11.0,0.0,11.0,0.5
6193,11.0,7.0,18.0,1.0
6194,15.0,2.0,17.0,0.7
6195,10.0,3.0,13.0,0.3
6196,18.0,23.0,41.0,0.1
6197,13.0,0.0,13.0,0.7
6198,10.0,8.0,18.0,0.7
6199,14.0,0.0,14.0,0.5
6200,22.0,9.0,31.0,0.8
6201,13.0,0.0,13.0,0.6
6202,11.0,6.0,17.0,0.3
6203,21.0,1.0,22.0,0.6
6204,6.0,3.0,9.0,0.6
6205,19.0,1.0,20.0,0.3
6206,14.0,0.0,14.0,0.3
6207,10.0,7.0,17.0,1.0
6208,13.0,21.0,34.0,0.5
6209,13.0,20.0,33.0,0.2
6210,8.0,9.0,17.0,0.4
6211,19.0,18.0,37.0,0.4
6212,16.0,2.0,18.0,0.2
6213,17.0,4.0,21.0,0.8
6214,22.0,18.0,40.0,0.2
6215,19.0,22.0,41.0,0.3
6216,13.0,0.0,13.0,0.4
6217,14.0,18.0,32.0,0.5
6218,18.0,14.0,32.0,0.9
6219,9.0,6.0,15.0,0.5
6220,9.0,9.0,18.0,0.3
6221,17.0,5.0,22.0,0.8
6222,15.0,5.0,20.0,0.4
6223,9.0,5.0,14.0,0.7
6224,14.0,2.0,16.0,0.8
6225,8.0,0.0,8.0,0.8
6226,11.0,3.0,14.0,0.6
6227,14.0,1.0,15.0,0.3
6228,17.0,15.0,32.0,0.3
6229,12.0,2.0,14.0,0.9
6230,13.0,0.0,13.0,0.3
6231,14.0,19.0,33.0,0.3
6232,13.0,3.0,16.0,0.9
6233,9.0,1.0,10.0,0.9
6234,8.0,0.0,8.0,0.8
6235,24.0,12.0,36.0,0.5
6236,10.0,0.0,10.0,0.2
6237,14.0,0.0,14.0,0.3
6238,10.0,0.0,10.0,0.5
6239,15.0,4.0,19.0,0.8
6240,17.0,21.0,38.0,0.8
6241,14.0,0.0,14.0,0.6
6242,15.0,0.0,15.0,0.8
6243,17.0,15.0,32.0,0.4
6244,13.0,3.0,16.0,0.8
6245,23.0,9.0,32.0,0.9
6246,20.0,12.0,32.0,0.5
6247,13.0,4.0,17.0,0.5
6248,21.0,9.0,30.0,0.5
6249,9.0,4.0,13.0,0.7
6250,19.0,0.0,19.0,0.6
6251,13.0,3.0,16.0,0.2
6252,8.0,8.0,16.0,0.9
6253,10.0,0.0,10.0,0.9
6254,8.0,7.0,15.0,0.7
6255,18.0,0.0,18.0,0.7
6256,10.0,1.0,11.0,1.0
6257,12.0,0.0,12.0,0.6
6258,20.0,12.0,32.0,0.1
6259,15.0,6.0,21.0,0.1
6260,18.0,1.0,19.0,0.3
6261,10.0,4.0,14.0,0.2
6262,11.0,22.0,33.0,0.5
6263,14.0,3.0,17.0,0.2
6264,17.0,2.0,19.0,0.5
6265,16.0,0.0,16.0,0.4
6266,10.0,5.0,15.0,0.7
6267,12.0,2.0,14.0,0.6
6268,9.0,3.0,12.0,0.8
6269,12.0,4.0,16.0,0.2
6270,13.0,20.0,33.0,0.5
6271,17.0,0.0,17.0,0.3
6272,12.0,0.0,12.0,0.8
6273,18.0,23.0,41.0,0.6
6274,20.0,21.0,41.0,0.6
6275,8.0,3.0,11.0,0.5
6276,10.0,8.0,18.0,0.3
6277,18.0,13.0,31.0,0.4
6278,20.0,3.0,23.0,0.5
6279,16.0,1.0,17.0,0.3
6280,15.0,0.0,15.0,0.6
6281,13.0,1.0,14.0,0.6
6282,9.0,5.0,14.0,0.3
6283,11.0,10.0,21.0,0.7
6284,21.0,2.0,23.0,0.4
6285,16.0,3.0,19.0,0.5
6286,10.0,9.0,19.0,0.6
6287,19.0,3.0,22.0,0.5
6288,18.0,13.0,31.0,0.1
6289,15.0,22.0,37.0,0.7
6290,18.0,0.0,18.0,0.2
6291,10.0,2.0,12.0,0.7
6292,16.0,1.0,17.0,0.5
6293,18.0,13.0,31.0,0.3
6294,15.0,2.0,17.0,0.2
6295,12.0,0.0,12.0,0.2
6296,17.0,1.0,18.0,0.8
6297,9.0,8.0,17.0,0.2
6298,17.0,1.0,18.0,0.8
6299,13.0,3.0,16.0,0.8
6300,8.0,8.0,16.0,0.6
6301,8.0,0.0,8.0,0.6
6302,11.0,0.0,11.0,0.4
6303,17.0,0.0,17.0,0.2
6304,24.0,17.0,41.0,0.2
6305,11.0,23.0,34.0,0.5
6306,24.0,10.0,34.0,0.6
6307,16.0,0.0,16.0,0.6
6308,8.0,13.0,21.0,0.9
6309,7.0,23.0,30.0,0.6
6310,17.0,4.0,21.0,0.7
6311,11.0,22.0,33.0,0.5
6312,14.0,2.0,16.0,0.3
6313,12.0,5.0,17.0,0.5
6314,20.0,10.0,30.0,0.7
6315,7.0,8.0,15.0,0.8
6316,17.0,15.0,32.0,0.5
6317,7.0,0.0,7.0,0.6
6318,12.0,0.0,12.0,0.4
6319,14.0,18.0,32.0,0.4
6320,18.0,2.0,20.0,0.8
6321,13.0,0.0,13.0,0.9
6322,21.0,0.0,21.0,0.4
6323,19.0,0.0,19.0,0.8
6324,13.0,0.0,13.0,0.6
6325,11.0,3.0,14.0,0.7
6326,11.0,2.0,13.0,0.4
6327,16.0,14.0,30.0,0.9
6328,11.0,7.0,18.0,0.9
6329,13.0,0.0,13.0,0.8
6330,16.0,23.0,39.0,0.2
6331,17.0,13.0,30.0,0.5
6332,11.0,0.0,11.0,0.6
6333,15.0,0.0,15.0,0.3
6334,5.0,1.0,6.0,0.2
6335,18.0,14.0,32.0,0.2
6336,13.0,3.0,16.0,1.0
6337,13.0,2.0,15.0,0.7
6338,18.0,4.0,22.0,0.3
6339,19.0,23.0,42.0,0.8
6340,13.0,19.0,32.0,0.5
6341,13.0,0.0,13.0,0.8
6342,19.0,13.0,32.0,0.6
6343,9.0,5.0,14.0,0.5
6344,16.0,8.0,24.0,1.0
6345,9.0,2.0,11.0,0.2
6346,17.0,21.0,38.0,0.5
6347,20.0,11.0,31.0,0.2
6348,20.0,8.0,28.0,0.4
6349,16.0,0.0,16.0,0.8
6350,14.0,0.0,14.0,0.9
6351,9.0,2.0,11.0,0.2
6352,18.0,15.0,33.0,0.6
6353,13.0,1.0,14.0,0.8
6354,18.0,1.0,19.0,0.3
6355,17.0,16.0,33.0,0.5
6356,17.0,3.0,20.0,0.8
6357,14.0,5.0,19.0,0.9
6358,15.0,0.0,15.0,0.1
6359,9.0,2.0,11.0,0.8
6360,17.0,14.0,31.0,0.7
6361,13.0,0.0,13.0,0.9
6362,17.0,0.0,17.0,0.3
6363,15.0,0.0,15.0,0.5
6364,10.0,1.0,11.0,0.5
6365,21.0,0.0,21.0,0.2
6366,13.0,22.0,35.0,0.4
6367,16.0,0.0,16.0,0.6
6368,18.0,14.0,32.0,0.7
6369,7.0,5.0,12.0,0.7
6370,20.0,22.0,42.0,0.5
6371,16.0,2.0,18.0,0.9
6372,24.0,19.0,43.0,0.5
6373,12.0,1.0,13.0,0.3
6374,17.0,0.0,17.0,0.7
6375,15.0,4.0,19.0,0.8
6376,14.0,1.0,15.0,0.2
6377,18.0,20.0,38.0,0.5
6378,14.0,22.0,36.0,0.3
6379,21.0,11.0,32.0,0.7
6380,16.0,1.0,17.0,0.4
6381,19.0,0.0,19.0,0.3
6382,14.0,19.0,33.0,0.1
6383,19.0,0.0,19.0,1.0
6384,12.0,1.0,13.0,0.9
6385,13.0,2.0,15.0,0.8
6386,13.0,4.0,17.0,0.3
6387,20.0,23.0,43.0,0.2
6388,18.0,14.0,32.0,0.6
6389,16.0,5.0,21.0,0.4
6390,19.0,14.0,33.0,0.3
6391,17.0,1.0,18.0,0.3
6392,18.0,1.0,19.0,0.9
6393,13.0,1.0,14.0,0.4
6394,8.0,2.0,10.0,0.6
6395,17.0,0.0,17.0,0.6
6396,19.0,6.0,25.0,1.0
6397,15.0,3.0,18.0,0.3
6398,12.0,0.0,12.0,0.2
6399,15.0,20.0,35.0,1.0
6400,13.0,2.0,15.0,0.7
6401,19.0,23.0,42.0,0.4
6402,18.0,13.0,31.0,0.6
6403,19.0,1.0,20.0,0.1
6404,9.0,7.0,16.0,0.4
6405,8.0,0.0,8.0,0.9
6406,14.0,21.0,35.0,0.6
6407,16.0,14.0,30.0,0.2
6408,14.0,17.0,31.0,0.9
6409,16.0,5.0,21.0,0.5
6410,15.0,20.0,35.0,0.8
6411,13.0,4.0,17.0,0.3
6412,20.0,16.0,36.0,0.5
6413,17.0,13.0,30.0,0.8
6414,18.0,20.0,38.0,0.9
6415,19.0,0.0,19.0,0.7
6416,6.0,8.0,14.0,0.4
6417,18.0,1.0,19.0,0.7
6418,14.0,2.0,16.0,0.3
6419,19.0,0.0,19.0,0.9
6420,15.0,9.0,24.0,0.8
6421,6.0,11.0,17.0,0.1
6422,6.0,9.0,15.0,0.7
6423,19.0,13.0,32.0,0.4
6424,11.0,22.0,33.0,1.0
6425,17.0,14.0,31.0,0.4
6426,16.0,22.0,38.0,0.5
6427,18.0,5.0,23.0,0.9
6428,7.0,8.0,15.0,0.3
6429,16.0,3.0,19.0,0.5
6430,13.0,1.0,14.0,0.3
6431,22.0,19.0,41.0,0.7
6432,19.0,0.0,19.0,0.9
6433,9.0,10.0,19.0,0.8
6434,23.0,15.0,38.0,0.2
6435,18.0,13.0,31.0,0.2
6436,11.0,6.0,17.0,0.4
6437,9.0,0.0,9.0,0.8
6438,9.0,1.0,10.0,0.6
6439,19.0,22.0,41.0,0.8
6440,15.0,22.0,37.0,0.9
6441,11.0,5.0,16.0,0.9
6442,13.0,23.0,36.0,0.7
6443,21.0,1.0,22.0,0.5
6444,18.0,13.0,31.0,1.0
6445,10.0,1.0,11.0,0.6
6446,8.0,23.0,31.0,0.8
6447,7.0,1.0,8.0,0.3
6448,17.0,1.0,18.0,0.8
6449,18.0,5.0,23.0,0.6
6450,18.0,13.0,31.0,0.2
6451,15.0,0.0,15.0,0.8
6452,17.0,13.0,30.0,0.3
6453,15.0,0.0,15.0,0.5
6454,12.0,5.0,17.0,0.9
6455,10.0,1.0,11.0,0.9
6456,11.0,0.0,11.0,0.5
6457,20.0,22.0,42.0,0.1
6458,8.0,10.0,18.0,0.5
6459,19.0,11.0,30.0,0.4
6460,19.0,14.0,33.0,0.8
6461,23.0,11.0,34.0,1.0
6462,8.0,5.0,13.0,0.5
6463,13.0,3.0,16.0,0.6
6464,18.0,13.0,31.0,0.6
6465,16.0,0.0,16.0,0.3
6466,13.0,6.0,19.0,0.5
6467,22.0,10.0,32.0,0.2
6468,19.0,2.0,21.0,0.3
6469,15.0,19.0,34.0,1.0
6470,2.0,12.0,14.0,0.3
6471,9.0,1.0,10.0,0.4
6472,17.0,3.0,20.0,0.5
6473,19.0,13.0,32.0,0.2
6474,16.0,1.0,17.0,0.9
6475,17.0,2.0,19.0,0.6
6476,14.0,0.0,14.0,0.4
6477,8.0,10.0,18.0,0.2
6478,21.0,11.0,32.0,0.8
6479,16.0,1.0,17.0,0.2
6480,9.0,2.0,11.0,0.3
6481,17.0,21.0,38.0,0.9
6482,16.0,21.0,37.0,0.9
6483,13.0,7.0,20.0,0.9
6484,6.0,8.0,14.0,0.3
6485,10.0,8.0,18.0,0.7
6486,17.0,18.0,35.0,0.3
6487,13.0,0.0,13.0,0.8
6488,12.0,3.0,15.0,0.8
6489,10.0,20.0,30.0,0.3
6490,12.0,2.0,14.0,0.4
6491,19.0,1.0,20.0,0.2
6492,13.0,1.0,14.0,0.2
6493,8.0,9.0,17.0,0.2
6494,12.0,1.0,13.0,0.4
6495,21.0,9.0,30.0,0.5
6496,19.0,10.0,29.0,0.3
6497,14.0,16.0,30.0,0.5
6498,7.0,10.0,17.0,0.4
6499,11.0,23.0,34.0,0.7
6500,11.0,0.0,11.0,0.7
6501,19.0,5.0,24.0,0.6
6502,18.0,1.0,19.0,0.1
6503,14.0,1.0,15.0,0.8
6504,21.0,14.0,35.0,0.2
6505,18.0,11.0,29.0,0.3
6506,20.0,11.0,31.0,0.4
6507,19.0,13.0,32.0,0.5
6508,18.0,2.0,20.0,0.3
6509,9.0,8.0,17.0,0.7
6510,8.0,7.0,15.0,0.8
6511,15.0,1.0,16.0,0.4
6512,17.0,16.0,33.0,0.8
6513,14.0,0.0,14.0,0.2
6514,18.0,14.0,32.0,0.7
6515,14.0,19.0,33.0,0.6
6516,7.0,7.0,14.0,0.7
6517,10.0,1.0,11.0,0.4
6518,11.0,20.0,31.0,0.7
6519,17.0,1.0,18.0,0.8
6520,11.0,3.0,14.0,0.5
6521,10.0,8.0,18.0,0.4
6522,18.0,1.0,19.0,0.7
6523,19.0,1.0,20.0,0.1
6524,15.0,1.0,16.0,0.4
6525,9.0,8.0,17.0,0.4
6526,6.0,9.0,15.0,0.5
6527,12.0,4.0,16.0,0.1
6528,14.0,1.0,15.0,0.6
6529,12.0,1.0,13.0,0.4
6530,7.0,5.0,12.0,0.5
6531,14.0,22.0,36.0,0.5
6532,7.0,4.0,11.0,0.9
6533,15.0,19.0,34.0,0.3
6534,12.0,0.0,12.0,0.8
6535,13.0,1.0,14.0,0.5
6536,14.0,1.0,15.0,0.2
6537,14.0,0.0,14.0,0.3
6538,22.0,9.0,31.0,0.6
6539,14.0,17.0,31.0,0.5
6540,13.0,2.0,15.0,0.8
6541,14.0,5.0,19.0,0.5
6542,7.0,3.0,10.0,0.7
6543,11.0,1.0,12.0,0.3
6544,13.0,0.0,13.0,1.0
6545,17.0,18.0,35.0,0.6
6546,9.0,0.0,9.0,0.8
6547,10.0,1.0,11.0,0.6
6548,6.0,8.0,14.0,0.7
6549,12.0,4.0,16.0,0.7
6550,19.0,3.0,22.0,0.7
6551,18.0,0.0,18.0,0.7
6552,18.0,12.0,30.0,0.5
6553,8.0,7.0,15.0,0.5
6554,16.0,17.0,33.0,0.3
6555,9.0,2.0,11.0,1.0
6556,18.0,16.0,34.0,0.9
6557,22.0,11.0,33.0,0.5
6558,16.0,1.0,17.0,0.8
6559,19.0,11.0,30.0,0.2
6560,9.0,1.0,10.0,0.7
6561,10.0,6.0,16.0,0.4
6562,7.0,9.0,16.0,0.7
6563,19.0,15.0,34.0,0.5
6564,14.0,2.0,16.0,0.8
6565,13.0,0.0,13.0,0.3
6566,16.0,0.0,16.0,0.9
6567,19.0,0.0,19.0,0.6
6568,19.0,10.0,29.0,0.6
6569,21.0,10.0,31.0,0.9
6570,4.0,10.0,14.0,0.4
6571,19.0,3.0,22.0,0.6
6572,13.0,3.0,16.0,0.6
6573,7.0,1.0,8.0,0.4
6574,16.0,19.0,35.0,0.7
6575,10.0,2.0,12.0,0.8
6576,22.0,0.0,22.0,0.5
6577,13.0,0.0,13.0,0.3
6578,24.0,15.0,39.0,0.3
6579,19.0,13.0,32.0,0.3
6580,13.0,0.0,13.0,0.3
6581,16.0,0.0,16.0,0.4
6582,19.0,1.0,20.0,0.6
6583,8.0,6.0,14.0,0.4
6584,12.0,21.0,33.0,0.8
6585,19.0,16.0,35.0,0.1
6586,7.0,10.0,17.0,0.9
6587,1.0,14.0,15.0,0.9
6588,8.0,9.0,17.0,0.3
6589,22.0,14.0,36.0,0.7
6590,8.0,9.0,17.0,0.9
6591,17.0,1.0,18.0,0.8
6592,15.0,2.0,17.0,0.7
6593,22.0,10.0,32.0,0.4
6594,20.0,9.0,29.0,0.8
6595,14.0,1.0,15.0,0.9
6596,9.0,8.0,17.0,0.8
6597,12.0,2.0,14.0,0.9
6598,13.0,6.0,19.0,0.5
6599,23.0,21.0,44.0,0.2
6600,14.0,15.0,29.0,0.6
6601,17.0,0.0,17.0,0.3
6602,18.0,12.0,30.0,0.3
6603,8.0,1.0,9.0,0.6
6604,8.0,1.0,9.0,0.4
6605,11.0,22.0,33.0,0.6
6606,17.0,19.0,36.0,0.4
6607,19.0,5.0,24.0,0.3
6608,9.0,7.0,16.0,0.8
6609,19.0,0.0,19.0,0.6
6610,14.0,1.0,15.0,0.4
6611,15.0,0.0,15.0,0.7
6612,12.0,0.0,12.0,0.6
6613,11.0,1.0,12.0,0.7
6614,14.0,4.0,18.0,0.6
6615,21.0,0.0,21.0,0.5
6616,8.0,6.0,14.0,1.0
6617,19.0,9.0,28.0,0.4
6618,14.0,3.0,17.0,1.0
6619,16.0,8.0,24.0,0.6
6620,17.0,17.0,34.0,0.7
6621,8.0,9.0,17.0,0.8
6622,17.0,15.0,32.0,0.5
6623,17.0,7.0,24.0,0.8
6624,15.0,0.0,15.0,0.3
6625,13.0,0.0,13.0,0.9
6626,9.0,3.0,12.0,1.0
6627,17.0,22.0,39.0,0.2
6628,9.0,0.0,9.0,0.7
6629,8.0,7.0,15.0,0.7
6630,18.0,2.0,20.0,0.2
6631,18.0,11.0,29.0,0.7
6632,23.0,10.0,33.0,0.8
6633,22.0,9.0,31.0,0.9
6634,15.0,0.0,15.0,0.8
6635,20.0,0.0,20.0,0.5
6636,14.0,4.0,18.0,0.7
6637,14.0,1.0,15.0,0.3
6638,13.0,23.0,36.0,0.4
6639,19.0,13.0,32.0,0.7
6640,20.0,21.0,41.0,0.6
6641,11.0,1.0,12.0,0.7
6642,10.0,21.0,31.0,0.2
